    0,    0,    0,    0,    0,    0
  154,  150,  -27,  -28,  114,    0
    0,    0,    0,    0,    0,    0
  143,   92,  -34,    0,    0,    0
    0,    0,    0,    0,    0,    0
  154,  150,    0,    0,  115,    0
    0,    0,    0,    0,    0,    0
    0,  140,  -32,    0,    0,    0
  159,  142,    0,  -25,  120,  119
  154,  150,    0,  -28,  115,    0
  154,  151,    0,  -27,    0,  112
    0,  140,    0,  -33,    0,    0
  146,  156,    0,    0,  120,   99
  154,  150,    0,    0,  115,    0
  154,  151,    0,    0,    0,  113
  143,  140,    0,    0,    0,    0
  129,    0,  -40,  -41,  102,  100
  117,    0,  -45,  -47,   91,    0
   96,    0,  -83,  -46,    0,   90
   96,    0,  -56,  -57,    0,    0
  129,    0,  -39,    0,  102,  100
  117,    0,  -45,    0,   91,    0
  118,    0,  -59,    0,    0,    0
   96,    0,  -56,    0,    0,    0
  128,    0,    0,  -41,  102,  100
  117,    0,    0,  -47,   44,    0
  118,    0,    0,  -46,    0,   90
   96,    0,    0,  -57,    0,    0
  129,    0,    0,    0,  102,  100
  117,    0,    0,    0,   91,    0
  118,    0,    0,    0,    0,   90
   96,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0
    0,  114,    0,  -46,   91,    0
    0,    0,    0,    0,    0,    0
    0,   92,    0,  -56,    0,    0
    0,    0,    0,    0,    0,    0
    0,  114,  -47,    0,    0,    0
    0,    0,    0,    0,    0,    0
    0,   92,  -58,    0,    0,    0
    0,  124,    0,  -40,  102,   88
    0,  114,    0,  -45,   91,    0
    0,  113,    0,  -46,    0,   88
    0,   92,    0,  -56,    0,    0
    0,  125,    0,    0,    0,   99
    0,  114,    0,    0,   91,    0
    0,  113,    0,    0,    0,   88
    0,   92,    0,    0,    0,    0
    0,    0,  -72,  -71,   66,   64
    0,    0,  -82,  -83,   44,    0
    0,    0,  -83,  -82,    0,   42
    0,    0,    0,    0,    0,    0
    0,    0,  -71,    0,   66,   64
    0,    0,  -82,    0,   44,    0
